passangers,freight,mail,airline_id,year,month,class,ramp_to_ramp,air_time,origin_airport_id,destination_airport_id,aircraft_type,carrier,flight_id
358,472,5334,19977,2017,6,F,528,440,11292,10397,698,UA,419
346,568,3821,19977,2017,6,F,653,547,11292,11618,698,UA,420
462,0,4386,19977,2017,6,F,278,216,11292,13198,634,UA,421
331,0,0,19977,2017,6,F,366,305,11292,14262,694,UA,422
471,64,0,19977,2017,6,F,276,219,13851,11292,614,UA,423
346,1505,0,19977,2017,6,F,454,374,13930,11292,698,UA,424
379,34,0,19977,2017,6,F,355,305,14262,11292,694,UA,425
482,20,0,19977,2017,6,F,658,575,14492,11292,614,UA,426
336,884,0,19393,2017,6,F,236,179,10140,11292,619,WN,427
465,0,0,19393,2017,6,F,726,679,10257,11292,614,WN,428
412,119,0,19393,2017,6,F,597,502,10397,11292,619,WN,429
394,1352,0,19393,2017,6,F,762,716,10529,11292,612,WN,430
513,451,0,19393,2017,6,F,576,517,11292,10994,614,WN,431
388,368,0,19393,2017,6,F,409,355,11292,12339,619,WN,432
383,0,0,19393,2017,6,F,415,364,11292,12954,619,WN,433
400,318,0,19393,2017,6,F,275,226,11292,13198,619,WN,434
347,137,0,19393,2017,6,F,296,260,11292,13495,614,WN,435
424,107,0,19393,2017,6,F,431,388,11292,13495,619,WN,436
391,40,0,19393,2017,6,F,258,189,11292,13871,619,WN,437
385,2230,0,19393,2017,6,F,407,351,11292,13891,619,WN,438
417,95,0,19393,2017,6,F,574,523,11292,13931,612,WN,439
481,0,0,19393,2017,6,F,382,323,11292,14683,614,WN,440
417,1828,0,19393,2017,6,F,517,461,11292,14747,619,WN,441
330,18,0,19393,2017,6,F,432,386,11292,14831,619,WN,442
350,326,0,19393,2017,6,F,457,389,11292,14893,619,WN,443
374,559,0,19393,2017,6,F,318,274,11292,15376,619,WN,444
395,1105,0,19393,2017,6,F,513,463,12339,11292,619,WN,445
380,0,0,19393,2017,6,F,389,342,12954,11292,619,WN,446
427,0,0,19393,2017,6,F,483,433,13495,11292,619,WN,447
311,397,0,19393,2017,6,F,263,212,13871,11292,619,WN,448
400,833,0,19393,2017,6,F,375,333,13891,11292,619,WN,449
508,0,0,19393,2017,6,F,672,630,13931,11292,614,WN,450
203,0,0,20452,2017,6,F,246,169,10140,11292,673,YX,451
144,0,0,20452,2017,6,F,524,455,10599,11292,673,YX,452
200,0,0,20452,2017,6,F,578,523,11042,11292,677,YX,453
193,0,0,20452,2017,6,F,226,152,11292,10140,673,YX,454
190,0,0,20452,2017,6,F,467,375,11292,10693,673,YX,455
169,0,0,20452,2017,6,F,318,250,11292,11540,677,YX,456
197,0,0,20452,2017,6,F,384,318,11292,13244,677,YX,457
213,0,0,20452,2017,6,F,285,216,11292,13851,673,YX,458
122,0,0,20452,2017,6,F,329,237,11292,15919,677,YX,459
198,0,0,20452,2017,6,F,382,291,11298,11292,677,YX,460
196,0,0,20452,2017,6,F,400,273,11423,11292,673,YX,461
200,0,0,20452,2017,6,F,420,353,13244,11292,673,YX,462
198,0,0,20452,2017,6,F,370,277,13487,11292,677,YX,463
197,0,0,20452,2017,6,F,482,425,13495,11292,677,YX,464
206,0,0,20452,2017,6,F,293,222,13871,11292,677,YX,465
192,0,0,20452,2017,6,F,409,330,14683,11292,677,YX,466
130,0,0,20452,2017,6,F,335,272,15919,11292,677,YX,467
425,0,0,20436,2017,6,F,364,289,11003,11292,698,F9,468
424,0,0,20436,2017,6,F,343,271,11292,11003,698,F9,469
445,0,0,20436,2017,6,F,403,344,11292,12339,699,F9,470
517,0,0,20436,2017,6,F,527,420,12339,11292,699,F9,471
381,0,0,20436,2017,6,F,365,281,13487,11292,694,F9,472
126,0,0,20237,2017,6,F,256,204,10620,11292,675,AX,473
100,0,0,20237,2017,6,F,287,209,11292,10620,675,AX,474
123,0,0,20237,2017,6,F,307,244,11292,14783,675,AX,475
132,0,0,20237,2017,6,F,366,306,11292,14814,675,AX,476
141,0,0,20237,2017,6,F,350,286,11292,15376,675,AX,477
143,0,0,20237,2017,6,F,313,258,13198,11292,675,AX,478
92,0,0,20237,2017,6,F,396,342,14814,11292,675,AX,479
139,0,0,20237,2017,6,F,341,280,15376,11292,675,AX,480
142,0,0,20366,2017,6,F,464,392,13930,11109,675,EV,481
0,70464,0,19917,2017,6,G,376,311,13891,11292,622,5X,482
126,0,0,21167,2017,6,F,512,363,11921,12892,673,CP,483
169,0,0,21167,2017,6,F,452,358,12892,11921,673,CP,484
483,0,0,19805,2017,6,F,427,337,11292,11298,655,AA,485
541,11,0,19805,2017,6,F,494,380,11298,11292,655,AA,486
210,0,0,20500,2017,6,F,294,229,10140,11292,631,G7,487
265,0,0,20500,2017,6,F,279,210,11292,10140,631,G7,488
255,0,0,20500,2017,6,F,489,361,11292,11298,631,G7,489
274,0,0,20500,2017,6,F,518,364,11298,11292,631,G7,490
188,0,0,20304,2017,6,F,619,516,11292,11884,629,OO,491
260,0,0,20304,2017,6,F,530,425,11292,13486,673,OO,492
277,0,0,20304,2017,6,F,465,365,11292,13487,673,OO,493
236,0,0,20304,2017,6,F,424,332,11292,14783,631,OO,494
164,0,0,20304,2017,6,F,427,350,11413,12892,631,OO,495
187,0,0,20304,2017,6,F,539,436,11884,11292,629,OO,496
160,0,0,20304,2017,6,F,420,344,12892,11413,631,OO,497
191,0,0,20304,2017,6,F,458,352,13198,11292,629,OO,498
168,0,0,20304,2017,6,F,449,361,13486,11292,673,OO,499
293,0,0,20304,2017,6,F,548,414,13487,11292,673,OO,500
144,0,0,20304,2017,6,F,409,317,13871,11292,629,OO,501
253,0,0,20304,2017,6,F,488,362,14783,11292,631,OO,502
462,153,6943,19977,2017,6,F,724,648,10397,11292,698,UA,503
509,0,0,19977,2017,6,F,365,291,10849,11292,634,UA,504
395,31,0,19977,2017,6,F,508,405,11003,11292,694,UA,505
577,225,1540,19977,2017,6,F,720,653,11066,11292,614,UA,506
540,484,366,19977,2017,6,F,756,668,11066,11292,694,UA,507
438,24,0,19977,2017,6,F,670,572,11193,11292,698,UA,508
555,575,0,19977,2017,6,F,443,356,11292,10713,694,UA,509
623,125,0,19977,2017,6,F,356,295,11292,10849,634,UA,510
571,111,0,19977,2017,6,F,730,621,11292,11057,614,UA,511
588,104,180,19977,2017,6,F,645,552,11292,11066,614,UA,512
503,276,704,19977,2017,6,F,613,538,11292,11066,694,UA,513
479,5,0,19977,2017,6,F,606,535,11292,11603,614,UA,514
545,119,0,19977,2017,6,F,473,405,11292,11648,694,UA,515
638,0,0,19977,2017,6,F,1766,1681,11292,12982,622,UA,516
754,5,0,19977,2017,6,F,620,528,11292,13485,614,UA,517
456,209,2448,19977,2017,6,F,597,533,11292,13495,698,UA,518
615,1272,4337,19977,2017,6,F,837,738,11292,14100,614,UA,519
397,593,2230,19977,2017,6,F,772,700,11292,14100,698,UA,520
497,24,0,19977,2017,6,F,541,459,11292,14570,634,UA,521
668,3711,0,19977,2017,6,F,593,484,11292,14771,637,UA,522
684,5,6610,19977,2017,6,F,715,635,11433,11292,634,UA,523
397,5,0,19977,2017,6,F,474,401,11648,11292,694,UA,524
642,0,0,19977,2017,6,F,1593,1526,12982,11292,622,UA,525
617,112,0,19977,2017,6,F,569,461,13485,11292,614,UA,526
650,19,0,19977,2017,6,F,488,408,14570,11292,634,UA,527
660,1861,0,19393,2017,6,F,265,209,10140,11292,614,WN,528
624,0,0,19393,2017,6,F,841,768,10994,11292,614,WN,529
506,505,0,19393,2017,6,F,479,411,11292,10423,619,WN,530
651,36,0,19393,2017,6,F,784,718,11292,13931,614,WN,531
549,0,0,19393,2017,6,F,577,466,11292,14679,619,WN,532
553,387,0,19393,2017,6,F,473,410,11292,14683,619,WN,533
677,509,0,19393,2017,6,F,570,508,11292,14831,614,WN,534
561,165,0,19393,2017,6,F,581,510,13342,11292,619,WN,535
543,1591,0,19393,2017,6,F,470,391,13487,11292,619,WN,536
542,0,0,19393,2017,6,F,936,853,13931,11292,612,WN,537
649,0,0,19393,2017,6,F,501,436,14683,11292,614,WN,538
516,8,0,19393,2017,6,F,339,237,14869,11292,619,WN,539
551,82,0,19393,2017,6,F,426,360,15376,11292,619,WN,540
276,0,0,20452,2017,6,F,593,493,11292,12339,673,YX,541
256,0,0,20452,2017,6,F,514,422,11292,14683,677,YX,542
242,0,0,20452,2017,6,F,446,339,11540,11292,677,YX,543
208,0,0,20452,2017,6,F,347,232,14869,11292,673,YX,544
693,0,0,20436,2017,6,F,557,460,11292,13342,694,F9,545
561,0,0,20436,2017,6,F,558,466,11292,14908,698,F9,546
577,0,0,20436,2017,6,F,611,527,13342,11292,694,F9,547
567,0,0,20436,2017,6,F,557,434,14908,11292,698,F9,548
505,0,1286,20422,2017,6,F,425,353,11292,13487,614,SY,549
185,0,0,20237,2017,6,F,344,236,11292,12278,675,AX,550
158,0,0,20237,2017,6,F,322,264,12278,11292,675,AX,551
146,0,0,20398,2017,6,F,473,401,13502,13930,631,MQ,552
211,0,0,20398,2017,6,F,680,593,13930,13502,631,MQ,553
0,153735,0,19917,2017,6,G,581,472,11292,10800,691,5X,554
0,243523,0,19917,2017,6,G,596,499,11292,14730,691,5X,555
0,173084,0,19917,2017,6,G,320,240,11292,14869,626,5X,556
0,171992,0,19917,2017,6,G,283,212,14869,11292,626,5X,557
281,0,0,20500,2017,6,F,580,440,11292,11003,631,G7,558
308,0,0,20500,2017,6,F,751,609,11292,12339,631,G7,559
328,0,0,20500,2017,6,F,741,657,12339,11292,631,G7,560
163,0,0,20304,2017,6,F,486,335,10620,11292,629,OO,561
359,0,0,20304,2017,6,F,928,791,11292,10397,673,OO,562
180,0,0,20304,2017,6,F,438,350,11292,10620,629,OO,563
365,0,0,20304,2017,6,F,919,790,11292,11042,673,OO,564
280,0,0,20304,2017,6,F,322,225,11292,11413,631,OO,565
314,0,0,20304,2017,6,F,615,508,11292,11648,631,OO,566
364,0,0,20304,2017,6,F,428,316,11292,12278,673,OO,567
228,0,0,20304,2017,6,F,539,407,11292,13198,629,OO,568
299,0,0,20304,2017,6,F,723,572,11292,13244,631,OO,569
192,0,0,20304,2017,6,F,502,403,11292,13433,631,OO,570
142,0,0,20304,2017,6,F,339,263,11292,13871,629,OO,571
197,0,0,20304,2017,6,F,791,662,11292,14689,629,OO,572
230,0,0,20304,2017,6,F,350,235,11413,11292,631,OO,573
335,0,0,20304,2017,6,F,513,404,13198,11292,631,OO,574
357,0,0,20304,2017,6,F,741,638,13244,11292,673,OO,575
124,0,0,20304,2017,6,F,534,426,14262,11292,629,OO,576
201,0,0,20304,2017,6,F,348,235,14869,11292,631,OO,577
738,471,0,19977,2017,6,F,540,437,10713,11292,694,UA,578
852,99,0,19977,2017,6,F,1037,907,11057,11292,634,UA,579
581,62,2205,19977,2017,6,F,980,856,11292,10821,698,UA,580
461,4,0,19977,2017,6,F,564,441,11292,11003,694,UA,581
813,24,0,19977,2017,6,F,929,816,11292,11057,634,UA,582
500,90,0,19977,2017,6,F,786,660,11292,11193,698,UA,583
1483,31037,37,19977,2017,6,F,1012,900,11292,11618,627,UA,584
528,136,0,19977,2017,6,F,665,587,11292,11884,698,UA,585
632,42,0,19977,2017,6,F,785,681,11292,13264,694,UA,586
602,8,0,19977,2017,6,F,626,542,11292,13891,694,UA,587
694,155,0,19977,2017,6,F,887,758,11292,14831,694,UA,588
592,0,7649,19977,2017,6,F,721,623,11292,14893,694,UA,589
490,128,0,19977,2017,6,F,552,456,11292,15376,698,UA,590
823,52,0,19977,2017,6,F,1298,1117,11697,11292,614,UA,591
564,33,0,19977,2017,6,F,611,506,11884,11292,698,UA,592
697,109,4105,19977,2017,6,F,497,399,13198,11292,634,UA,593
804,0,0,19977,2017,6,F,502,355,13851,11292,634,UA,594
656,54,0,19977,2017,6,F,626,528,13891,11292,694,UA,595
699,460,0,19977,2017,6,F,707,618,14057,11292,614,UA,596
605,50,301,19977,2017,6,F,755,634,14747,11292,698,UA,597
613,0,0,19977,2017,6,F,717,621,14831,11292,698,UA,598
619,27,0,19977,2017,6,F,551,476,15376,11292,698,UA,599
619,1612,0,19393,2017,6,F,830,736,10693,11292,619,WN,600
633,0,0,19393,2017,6,F,689,598,11292,12954,612,WN,601
665,1845,0,19393,2017,6,F,530,448,11292,13487,619,WN,602
697,1226,0,19393,2017,6,F,578,498,11292,15016,619,WN,603
686,1674,0,19393,2017,6,F,700,622,12191,11292,619,WN,604
673,0,0,19393,2017,6,F,643,564,12954,11292,612,WN,605
715,139,0,19393,2017,6,F,422,350,13851,11292,614,WN,606
821,0,0,19393,2017,6,F,987,899,14122,11292,614,WN,607
700,832,0,19393,2017,6,F,683,592,15016,11292,619,WN,608
331,0,0,20452,2017,6,F,655,545,15016,11292,677,YX,609
877,0,0,20436,2017,6,F,606,442,11292,14107,699,F9,610
1091,0,0,20436,2017,6,F,533,396,14107,11292,699,F9,611
653,0,1785,20422,2017,6,F,581,474,13487,11292,614,SY,612
209,0,0,20237,2017,6,F,545,449,11292,11003,675,AX,613
14,0,0,20358,2017,6,F,199,133,11233,11292,405,ZK,614
13,0,0,20358,2017,6,F,202,135,11292,11233,405,ZK,615
387,0,0,20500,2017,6,F,807,640,11292,13244,631,G7,616
390,0,0,20500,2017,6,F,834,598,13487,11292,631,G7,617
349,0,0,20500,2017,6,F,994,809,13502,13930,631,G7,618
332,0,0,20500,2017,6,F,1074,902,13930,13502,631,G7,619
382,0,0,20304,2017,6,F,1229,1019,10397,11292,631,OO,620
421,0,0,20304,2017,6,F,1198,1029,11042,11292,673,OO,621
363,0,0,20304,2017,6,F,941,740,11109,12892,673,OO,622
412,0,0,20304,2017,6,F,1214,1020,11292,11057,673,OO,623
272,0,0,20304,2017,6,F,1014,828,11292,13264,629,OO,624
190,0,0,20304,2017,6,F,1103,939,11292,13964,673,OO,625
330,0,0,20304,2017,6,F,640,515,11423,11292,631,OO,626
329,0,0,20304,2017,6,F,751,603,11648,11292,631,OO,627
384,0,0,20304,2017,6,F,501,389,12278,11292,673,OO,628
392,0,0,20304,2017,6,F,891,716,13244,11292,631,OO,629
325,0,0,20304,2017,6,F,601,492,13433,11292,631,OO,630
222,0,0,20304,2017,6,F,911,790,13964,11292,673,OO,631
300,0,0,20304,2017,6,F,756,642,14489,11292,631,OO,632
248,0,0,20304,2017,6,F,928,774,14689,11292,629,OO,633
382,0,0,20304,2017,6,F,602,482,15370,11292,631,OO,634
375,0,0,20304,2017,6,F,671,544,15376,11292,631,OO,635
937,174,3035,19977,2017,6,F,747,618,10423,11292,634,UA,636
850,86,7332,19977,2017,6,F,959,829,11292,11433,634,UA,637
727,0,0,19977,2017,6,F,862,719,11292,11986,694,UA,638
930,0,310,19977,2017,6,F,818,690,11292,12339,614,UA,639
795,0,6981,19977,2017,6,F,540,436,11292,13198,694,UA,640
780,2,0,19977,2017,6,F,813,647,11292,13342,694,UA,641
811,0,1316,19977,2017,6,F,896,781,11292,13495,694,UA,642
2053,65896,24545,19977,2017,6,F,1430,1246,11618,11292,627,UA,643
954,0,2309,19977,2017,6,F,926,822,12339,11292,614,UA,644
755,34,7586,19977,2017,6,F,962,854,12339,11292,698,UA,645
755,0,0,19977,2017,6,F,824,713,13264,11292,694,UA,646
817,122,0,19977,2017,6,F,899,771,13342,11292,694,UA,647
761,121,7850,19977,2017,6,F,1495,1270,14100,11292,694,UA,648
801,0,0,19393,2017,6,F,1336,1240,11292,11697,612,WN,649
1157,391,0,19393,2017,6,F,1378,1242,11292,12451,614,WN,650
989,8,0,19393,2017,6,F,533,424,11292,13198,614,WN,651
753,889,0,19393,2017,6,F,911,798,11292,13796,619,WN,652
994,497,0,19393,2017,6,F,505,407,11292,13851,614,WN,653
915,0,0,19393,2017,6,F,1249,1138,12451,11292,614,WN,654
885,1786,0,19393,2017,6,F,887,717,14771,11292,614,WN,655
1002,1409,0,19393,2017,6,F,466,348,14869,11292,614,WN,656
398,0,0,20452,2017,6,F,1112,981,10397,11292,677,YX,657
308,0,0,20452,2017,6,F,872,738,11292,10397,677,YX,658
400,0,0,20452,2017,6,F,808,588,11292,11298,677,YX,659
387,0,0,20452,2017,6,F,514,373,11292,13871,677,YX,660
397,0,0,20452,2017,6,F,916,771,11292,14730,677,YX,661
0,125368,0,20107,2017,6,G,290,215,11109,11921,622,FX,662
0,367675,0,20107,2017,6,G,812,659,11292,13244,626,FX,663
0,460413,0,20107,2017,6,G,855,652,11292,13244,730,FX,664
0,66319,0,20107,2017,6,G,317,227,11921,11109,622,FX,665
0,465747,0,20107,2017,6,G,875,716,13244,11292,730,FX,666
251,0,0,20237,2017,6,F,538,404,11292,11775,675,AX,667
921,0,0,20368,2017,6,F,582,444,11921,12889,655,G4,668
858,0,0,20368,2017,6,F,552,408,12889,11921,655,G4,669
453,0,0,20500,2017,6,F,1128,960,11292,15412,631,G7,670
450,0,0,20500,2017,6,F,1227,1116,15412,11292,631,G7,671
419,0,0,20304,2017,6,F,927,779,10423,11292,631,OO,672
448,0,0,20304,2017,6,F,1035,831,10561,11292,673,OO,673
503,0,0,20304,2017,6,F,1612,1380,11057,11292,673,OO,674
430,0,0,20304,2017,6,F,383,257,11292,11921,631,OO,675
489,0,0,20304,2017,6,F,1508,1283,11292,14524,673,OO,676
480,0,0,20304,2017,6,F,1775,1601,14524,11292,673,OO,677
843,123,0,19977,2017,6,F,564,427,10620,11292,614,UA,678
877,0,0,19977,2017,6,F,783,646,10713,11292,698,UA,679
630,94,0,19977,2017,6,F,915,776,10800,11292,698,UA,680
904,314,5234,19977,2017,6,F,599,461,11292,10620,614,UA,681
862,495,0,19977,2017,6,F,733,620,11292,10713,698,UA,682
701,89,0,19977,2017,6,F,967,832,11292,10800,698,UA,683
869,694,0,19977,2017,6,F,666,535,11292,11423,634,UA,684
802,9,0,19977,2017,6,F,1063,950,11292,11603,634,UA,685
706,34,0,19977,2017,6,F,1062,929,11292,11603,698,UA,686
1153,4,0,19977,2017,6,F,903,759,11292,13342,634,UA,687
772,57,0,19977,2017,6,F,623,495,11292,13851,698,UA,688
761,608,4252,19977,2017,6,F,1197,1070,11292,14122,698,UA,689
780,2692,9568,19977,2017,6,F,581,444,11292,14869,634,UA,690
1034,193,0,19977,2017,6,F,682,568,11423,11292,634,UA,691
938,0,0,19977,2017,6,F,971,836,11603,11292,634,UA,692
895,0,3916,19977,2017,6,F,729,577,13198,11292,694,UA,693
1158,10,0,19977,2017,6,F,1085,912,13342,11292,634,UA,694
1054,327,9567,19977,2017,6,F,1632,1460,14100,11292,614,UA,695
807,51,9150,19977,2017,6,F,1340,1210,14122,11292,698,UA,696
844,1,0,19977,2017,6,F,653,535,15370,11292,694,UA,697
953,688,0,19393,2017,6,F,896,769,10423,11292,619,WN,698
1150,3842,0,19393,2017,6,F,1276,1165,11042,11292,614,WN,699
1144,1096,0,19393,2017,6,F,1470,1315,11292,11618,614,WN,700
944,0,0,19393,2017,6,F,1123,1010,11292,14193,612,WN,701
1152,3608,0,19393,2017,6,F,1267,1159,11292,14492,614,WN,702
959,0,0,19393,2017,6,F,1213,1094,14193,11292,612,WN,703
928,76,0,19393,2017,6,F,696,581,15370,11292,619,WN,704
290,0,0,20237,2017,6,F,944,759,11003,11292,675,AX,705
298,0,0,20237,2017,6,F,387,216,11292,12094,675,AX,706
294,0,0,20237,2017,6,F,633,491,11775,11292,675,AX,707
0,433940,3085,19917,2017,6,G,1013,825,11292,14730,740,5X,708
0,579794,3949,19917,2017,6,G,1132,978,14730,11292,740,5X,709
876,0,0,19805,2017,6,F,856,665,11292,14107,694,AA,710
1007,0,870,19805,2017,6,F,826,665,14107,11292,694,AA,711
523,0,0,20500,2017,6,F,1398,1167,11292,11042,631,G7,712
530,0,0,20304,2017,6,F,1431,1243,11193,11292,631,OO,713
397,0,0,20304,2017,6,F,769,625,11292,15376,631,OO,714
464,0,0,20304,2017,6,F,757,579,13851,11292,631,OO,715
972,393,1614,19977,2017,6,F,999,854,10423,11292,698,UA,716
642,24,1027,19977,2017,6,F,957,822,11292,10423,698,UA,717
1038,500,9731,19977,2017,6,F,1777,1538,11292,10529,694,UA,718
1017,1089,9567,19977,2017,6,F,1366,1149,11292,11433,694,UA,719
1240,47,0,19977,2017,6,F,1881,1695,11292,11697,614,UA,720
945,62,0,19977,2017,6,F,1696,1542,11292,12953,698,UA,721
1016,24,0,19977,2017,6,F,922,791,11292,13485,694,UA,722
1072,4189,4546,19977,2017,6,F,882,731,11292,13487,634,UA,723
1323,55,4840,19977,2017,6,F,1313,1118,11292,14747,634,UA,724
922,8,0,19977,2017,6,F,740,593,11292,15370,694,UA,725
812,0,0,19977,2017,6,F,1155,1000,11603,11292,698,UA,726
1170,458,1102,19977,2017,6,F,1283,1143,13495,11292,694,UA,727
1232,305,7313,19977,2017,6,F,668,474,14869,11292,634,UA,728
1209,1918,0,19393,2017,6,F,1097,955,11292,11884,614,WN,729
1010,817,0,19393,2017,6,F,1123,968,11292,12191,619,WN,730
1105,1092,0,19393,2017,6,F,1178,924,11292,12892,619,WN,731
986,1610,0,19393,2017,6,F,703,559,11292,13851,619,WN,732
1099,1273,0,19393,2017,6,F,899,704,11292,14107,619,WN,733
1062,2813,0,19393,2017,6,F,1252,1063,11292,14771,619,WN,734
1048,208,0,19393,2017,6,F,843,689,12889,11292,619,WN,735
1056,284,0,19393,2017,6,F,849,670,13198,11292,619,WN,736
1313,1163,0,19393,2017,6,F,1721,1567,14492,11292,614,WN,737
525,0,0,20452,2017,6,F,1361,1096,10693,11292,677,YX,738
917,0,0,20436,2017,6,F,1351,1146,11109,14771,698,F9,739
905,0,0,20436,2017,6,F,1137,933,14771,11109,698,F9,740
0,147267,0,20107,2017,6,G,1240,1011,11292,13796,740,FX,741
371,0,0,20237,2017,6,F,508,315,11292,12012,675,AX,742
245,0,0,20237,2017,6,F,476,290,12012,11292,675,AX,743
344,0,0,20237,2017,6,F,456,248,12094,11292,675,AX,744
1299,0,0,20368,2017,6,F,918,702,10466,11109,698,G4,745
1257,0,0,20368,2017,6,F,924,696,11109,10466,698,G4,746
1268,0,0,20368,2017,6,F,1038,786,11109,12889,655,G4,747
1267,0,0,20368,2017,6,F,1092,852,11921,12892,698,G4,748
1272,0,0,20368,2017,6,F,942,738,12889,11109,655,G4,749
1184,0,0,20368,2017,6,F,1032,804,12892,11921,698,G4,750
308,0,0,21477,2017,6,F,1086,942,10643,11292,675,1AQ,751
344,0,0,21477,2017,6,F,930,768,11292,10643,675,1AQ,752
356,0,0,20304,2017,6,F,1073,842,11292,11003,629,OO,753
651,0,0,20304,2017,6,F,1213,981,11292,11648,673,OO,754
409,0,0,20304,2017,6,F,854,659,11292,13851,629,OO,755
549,0,0,20304,2017,6,F,833,624,11292,13851,631,OO,756
570,0,0,20304,2017,6,F,1155,944,11648,11292,673,OO,757
486,0,0,20304,2017,6,F,551,363,11921,11292,631,OO,758
630,0,0,20304,2017,6,F,1408,1178,13264,11292,673,OO,759
1215,38,3161,19977,2017,6,F,2143,1909,10821,11292,694,UA,760
1254,404,2685,19977,2017,6,F,1247,1067,11292,12339,694,UA,761
1266,81,9963,19977,2017,6,F,1327,1173,11292,14057,614,UA,762
1185,679,11574,19977,2017,6,F,1583,1339,11433,11292,694,UA,763
1144,3,0,19977,2017,6,F,1227,1068,11603,11292,694,UA,764
1259,395,10049,19977,2017,6,F,1371,1228,12339,11292,694,UA,765
1183,224,0,19977,2017,6,F,1267,1076,13485,11292,694,UA,766
1056,882,0,19393,2017,6,F,1546,1340,11292,10397,619,WN,767
1296,8211,0,19393,2017,6,F,1846,1684,11292,10529,614,WN,768
1501,2897,0,19393,2017,6,F,1363,1227,12339,11292,614,WN,769
1369,3031,0,19393,2017,6,F,1036,876,13487,11292,614,WN,770
1151,219,0,19393,2017,6,F,1224,1041,14683,11292,619,WN,771
1275,0,0,20436,2017,6,F,1846,1593,11292,11278,698,F9,772
0,297183,13732,19917,2017,6,G,1422,1259,14730,11292,622,5X,773
724,0,0,20304,2017,6,F,2014,1699,11066,11292,673,OO,774
444,0,0,20304,2017,6,F,1535,1252,11292,10800,629,OO,775
690,0,0,20304,2017,6,F,1742,1482,11292,11066,673,OO,776
667,0,0,20304,2017,6,F,1249,991,11292,15376,673,OO,777
486,0,0,20304,2017,6,F,1404,1176,15016,11292,629,OO,778
1341,178,5254,19977,2017,6,F,2439,2224,10529,11292,694,UA,779
1358,509,8159,19977,2017,6,F,2046,1727,11292,10821,694,UA,780
1248,1925,0,19977,2017,6,F,948,723,11292,11423,694,UA,781
1089,56,0,19977,2017,6,F,892,688,11292,11775,614,UA,782
1073,131,0,19977,2017,6,F,1243,1050,11292,14262,698,UA,783
1261,110,0,19977,2017,6,F,1057,856,11423,11292,694,UA,784
1472,501,5817,19977,2017,6,F,2229,1971,12264,11292,694,UA,785
1663,259,1960,19977,2017,6,F,1608,1403,13495,11292,634,UA,786
1618,255,0,19977,2017,6,F,1233,1031,13891,11292,634,UA,787
916,0,0,19977,2017,6,F,1203,1008,14262,11292,698,UA,788
1332,3391,0,19393,2017,6,F,1576,1408,11292,11042,612,WN,789
1178,321,0,19393,2017,6,F,1066,888,11292,12889,619,WN,790
1691,1259,0,19393,2017,6,F,1049,885,11292,13487,614,WN,791
1359,2736,0,19393,2017,6,F,1534,1336,11292,14730,612,WN,792
1336,1541,0,19393,2017,6,F,912,737,13851,11292,619,WN,793
1329,2418,0,19393,2017,6,F,1610,1450,14730,11292,612,WN,794
1366,5484,0,19393,2017,6,F,1475,1225,14771,11292,619,WN,795
670,0,0,20452,2017,6,F,1452,1161,12266,11109,677,YX,796
1287,0,0,20436,2017,6,F,2283,1999,11278,11292,698,F9,797
1366,0,0,20436,2017,6,F,999,769,11292,11423,698,F9,798
1436,0,0,20436,2017,6,F,1057,835,11423,11292,698,F9,799
0,247774,0,20107,2017,6,G,2182,1882,11292,13244,691,FX,800
0,932323,0,20107,2017,6,G,1438,1179,13244,11292,626,FX,801
403,0,0,20237,2017,6,F,1003,758,11292,15370,675,AX,802
422,0,0,20237,2017,6,F,1056,852,15370,11292,675,AX,803
13,0,0,20358,2017,6,F,73,60,11292,15177,405,ZK,804
11,0,0,20358,2017,6,F,66,52,15177,11292,405,ZK,805
77,0,0,21599,2017,6,F,946,831,10950,14107,479,4B,806
64,0,0,21599,2017,6,F,820,718,14107,10950,479,4B,807
1341,1607,0,19790,2017,6,F,2481,2190,11292,12953,698,DL,808
477,0,0,20304,2017,6,F,1065,854,13851,11292,629,OO,809
1750,78,3181,19977,2017,6,F,2505,2261,10821,11292,614,UA,810
1180,147,0,19977,2017,6,F,1764,1491,11292,11603,694,UA,811
1532,384,1871,19977,2017,6,F,2082,1848,11292,12264,694,UA,812
1609,763,3248,19977,2017,6,F,1497,1304,11292,13495,614,UA,813
1689,0,6198,19977,2017,6,F,955,680,11292,13871,634,UA,814
1761,351,0,19977,2017,6,F,1415,1186,11292,13891,634,UA,815
1619,1621,11123,19977,2017,6,F,1605,1388,11292,14893,614,UA,816
1216,318,0,19977,2017,6,F,1039,768,11775,11292,614,UA,817
1806,2751,0,19393,2017,6,F,2060,1860,11292,12264,614,WN,818
1499,9031,0,19393,2017,6,F,1537,1274,12892,11292,619,WN,819
1838,88,0,19393,2017,6,F,1096,892,13198,11292,614,WN,820
1517,1139,0,19393,2017,6,F,1066,900,14107,11292,619,WN,821
1388,0,0,20436,2017,6,F,1572,1308,11109,12892,698,F9,822
1401,0,0,20436,2017,6,F,1429,1156,12892,11109,698,F9,823
503,0,0,20237,2017,6,F,1742,1447,11292,11986,675,AX,824
1704,0,0,20409,2017,6,F,2982,2629,11292,12478,694,B6,825
1770,0,0,20409,2017,6,F,3498,3020,12478,11292,694,B6,826
776,0,0,20500,2017,6,F,1496,1229,11292,14683,631,G7,827
